,state,District,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,person,Male,Female,growthinpopulation,rural,urban,STPop,Personlit_rate,Mlit_Rate,Flit_Rate,Totalworkers,Mainworkers,Marginal workers,Nonworkers,Religion1,religion1 population,Religion2,Religion2 Population,religion3name,religion3poulation,inhabitadevillages,drinkingwater,electricity,primary school,Medical facility
1041,maharashtra,ratnagiri,2006.0,16,7,25,0,25,9,8,1,1,32,24,52,0,1696777,794498,902279,9.87,1504568,1136.0,20102,75.05,85.89,65.77,763387,557613,205774,933390,1.Hindus,1391137,2.Muslims,175672,3.Buddhists,120855,1539.0,1538.0,1539.0,1484.0,810
1042,maharashtra,sangli,2006.0,61,34,24,0,24,21,14,7,8,51,4,99,0,2583524,1320088,1263436,17.59,1950306,957.0,17855,76.62,86.26,66.73,1218655,952241,266414,1364869,1.Hindus,2243478,2.Muslims,203524,3.Jains,85160,721.0,721.0,721.0,719.0,567
1043,maharashtra,satara,2006.0,64,40,34,1,33,41,32,9,8,88,10,255,0,2808994,1408326,1400668,14.1,2410873,995.0,21896,78.22,88.2,68.38,1303658,1044989,258669,1505336,1.Hindus,2533359,2.Buddhists,128570,3.Muslims,125661,1716.0,1716.0,1701.0,1680.0,646
1044,maharashtra,sindhudurg,2006.0,15,6,9,0,9,4,4,0,3,13,10,13,0,868825,417890,450935,3.55,786506,1079.0,4952,80.3,90.26,71.23,404985,233827,171158,463840,1.Hindus,802498,2.Buddhists,24320,3.Muslims,23668,743.0,743.0,735.0,722.0,593
1045,maharashtra,wardha,2006.0,49,28,31,0,31,22,21,1,2,96,35,134,0,1236736,638990,597746,15.3,911695,935.0,154415,80.06,87.18,72.45,550351,431330,119021,686385,1.Hindus,1006235,2.Buddhists,169579,3.Muslims,47605,1004.0,998.0,998.0,842.0,392
1046,maharashtra,yavatmal,2006.0,61,87,66,0,66,37,34,3,8,142,51,201,0,2458271,1265681,1192590,18.46,2001060,942.0,473370,73.62,84.09,62.52,1118937,949453,169484,1339334,1.Hindus,1999368,2.Buddhists,221793,3.Muslims,196909,1856.0,1820.0,1795.0,1729.0,723
1047,manipur,bishnupur,2006.0,14,27,1,0,1,9,5,4,0,6,0,2,0,208368,104550,103818,13.9,133627,993.0,6143,67.63,79.61,55.66,89703,55557,34146,118665,1.Hindus,148903,2.Others,38763,3.Muslims,14194,48.0,48.0,46.0,47.0,28
1048,manipur,chandel,2006.0,14,12,2,0,2,2,0,2,0,1,0,0,0,118327,59741,58586,72.8,103365,981.0,108779,56.23,64.34,47.98,54545,39935,14610,63782,1.Christians,109128,2.Hindus,5701,3.Muslims,2318,350.0,323.0,190.0,214.0,25
1049,manipur,churachandpur,2006.0,43,30,20,0,20,1,0,1,0,5,0,0,0,227905,117232,110673,29.81,227905,944.0,212482,70.59,77.67,63.06,99363,71933,27430,128542,1.Christians,213186,2.Hindus,10538,3.Muslims,2573,540.0,539.0,306.0,395.0,66
1050,manipur,tamenglong,2006.0,9,5,0,0,0,0,0,0,0,0,0,0,0,111499,58014,53485,29.23,111499,922.0,106349,59.25,68.72,48.95,50863,43353,7510,60636,1.Christians,105791,2.Hindus,3187,3.Muslims,1431,171.0,171.0,75.0,157.0,42
1051,manipur,thoubal,2006.0,36,52,5,0,5,35,24,11,0,1,0,3,0,364140,182250,181890,24.62,232868,998.0,4274,66.41,80.43,52.46,177343,111486,65857,186797,1.Hindus,221096,2.Muslims,86849,3.Others,50819,90.0,90.0,84.0,88.0,36
1052,manipur,ukhrul,2006.0,4,1,0,0,0,0,0,0,0,0,0,0,0,140778,73465,67313,28.98,140778,916.0,134493,73.12,80.13,65.41,66515,51564,14951,74263,1.Christians,133966,2.Hindus,5687,3.Muslims,881,198.0,198.0,154.0,188.0,47
1053,mizoram,aizawl,2006.0,7,9,31,0,31,2,0,2,0,24,0,1,0,325676,166877,158799,39.24,77531,952.0,303641,96.51,96.75,96.26,162961,125328,37633,162715,1.Christians,303893,2.Hindus,14508,3.Muslims,5185,96.0,96.0,81.0,86.0,46
1054,mizoram,lawngtlai,2006.0,3,0,1,0,1,0,0,0,0,2,0,0,0,73620,38776,34844,34.78,73620,899.0,70234,64.74,70.9,57.81,34093,26188,7905,39527,1.Buddhists,38410,2.Christians,32877,3.Hindus,1910,139.0,139.0,27.0,134.0,24
1055,mizoram,lunglei,2006.0,2,1,9,0,9,0,0,0,0,7,0,0,0,137223,71402,65821,23.1,79267,922.0,130768,84.17,87.44,80.6,71792,60870,10922,65431,1.Christians,109204,2.Buddhists,22429,3.Hindus,4612,160.0,160.0,101.0,130.0,55
1056,nagaland,kohima,2006.0,31,19,8,0,8,10,0,10,0,0,0,0,0,310084,162251,147833,49.96,233054,911.0,280753,74.54,80.3,68.15,135023,114456,20567,175061,1.Christians,278844,2.Hindus,21950,3.Others,5457,180.0,179.0,148.0,164.0,82
1057,nagaland,mokokchung,2006.0,9,1,0,0,0,3,0,3,0,0,0,0,0,232085,120929,111156,43.48,200871,919.0,217653,83.92,86.03,81.61,109260,82160,27100,122825,1.Christians,219282,2.Hindus,10433,3.Muslims,2128,102.0,101.0,97.0,99.0,82
1058,nagaland,mon,2006.0,15,3,2,0,2,2,0,2,0,0,0,0,0,260652,138753,121899,73.42,244062,879.0,244821,41.83,46.56,36.35,130848,108206,22642,129804,1.Christians,248684,2.Hindus,9963,3.Muslims,1748,110.0,110.0,102.0,107.0,69
1059,nagaland,phek,2006.0,9,2,5,0,5,0,0,0,0,0,0,0,0,148195,77141,71054,45.12,135331,921.0,142977,70.65,78.37,62.26,71398,57454,13944,76797,1.Christians,143048,2.Hindus,4095,3.Muslims,517,104.0,104.0,102.0,102.0,54
1060,nagaland,tuensang,2006.0,4,1,1,0,1,0,0,0,0,0,0,0,0,414818,218678,196140,78.1,385046,897.0,398350,50.64,55.12,45.58,184924,156950,27974,229894,1.Christians,406287,2.Hindus,6856,3.Muslims,1329,251.0,251.0,238.0,230.0,123
1061,nagaland,wokha,2006.0,4,2,0,0,0,1,1,0,0,0,0,0,0,161223,83670,77553,95.01,123587,927.0,153983,80.55,85.35,75.32,56254,49679,6575,104969,1.Christians,155009,2.Hindus,4787,3.Muslims,1209,128.0,128.0,105.0,104.0,67
1062,nagaland,zunheboto,2006.0,14,3,2,0,2,0,0,0,0,0,0,0,0,153955,79056,74899,61.0,130874,947.0,147915,69.28,73.74,64.57,56783,47491,9292,97172,1.Christians,150097,2.Hindus,3193,3.Muslims,492,187.0,186.0,187.0,178.0,57
1063,punjab,amritsar,2006.0,44,44,13,0,13,25,19,6,5,6,0,55,0,3096077,1650589,1445488,22.72,1872802,876.0,-,67.27,72.61,61.26,1112200,938100,174100,1983877,1.Sikhs,2383575,2.Hindus,648284,3.Christians,51948,1185.0,1151.0,1185.0,1114.0,696
1064,punjab,faridkot,2006.0,18,30,9,0,9,13,5,8,5,25,1,19,0,550892,292596,258296,21.42,357321,883.0,-,61.95,68.15,55.03,209754,181873,27881,341138,1.Sikhs,427104,2.Hindus,119702,3.Muslims,1739,163.0,163.0,163.0,160.0,107
1065,punjab,gurdaspur,2006.0,30,21,25,0,25,16,12,4,14,12,0,31,0,2104011,1113077,990934,19.33,1568788,890.0,-,73.77,79.78,67.15,700557,568322,132235,1403454,1.Hindus,996246,2.Sikhs,934963,3.Christians,148981,1532.0,1531.0,1532.0,1375.0,517
1066,punjab,hoshiarpur,2006.0,36,47,25,0,25,25,15,10,13,14,1,57,0,1480736,765132,715604,13.81,1188662,935.0,-,81.02,86.45,75.32,513351,415123,98228,967385,1.Hindus,871923,2.Sikhs,574862,3.Muslims,15394,1386.0,1386.0,1386.0,1232.0,382
1067,punjab,jalandhar,2006.0,80,122,52,0,52,125,95,30,6,30,2,93,0,1962700,1040177,922523,18.4,1030717,887.0,-,78.04,82.49,73.08,676835,599324,77511,1285865,1.Hindus,1158868,2.Sikhs,740841,3.Christians,22106,934.0,934.0,934.0,832.0,598
1068,punjab,kapurthala,2006.0,28,29,13,0,13,21,15,6,6,12,0,23,0,754521,399623,354898,16.34,507994,888.0,-,73.93,79.02,68.29,262741,231222,31519,491780,1.Sikhs,448654,2.Hindus,286438,3.Buddhists,7740,618.0,618.0,618.0,478.0,359
1069,punjab,ludhiana,2006.0,63,79,41,0,41,100,61,39,12,25,17,93,0,3032831,1662716,1370115,24.79,1339178,824.0,-,76.5,80.25,71.95,1149638,1041517,108121,1883193,1.Sikhs,1744446,2.Hindus,1205128,3.Muslims,52220,897.0,897.0,897.0,842.0,550
1070,punjab,patiala,2006.0,43,55,29,0,29,26,23,3,4,27,1,39,0,1844934,987390,857544,20.31,1200224,868.0,-,69.78,75.88,62.86,681951,589015,92936,1162983,1.Sikhs,1024546,2.Hindus,778427,3.Muslims,34828,1054.0,1053.0,1054.0,986.0,172
1071,punjab,sangrur,2006.0,23,32,24,0,24,14,10,4,7,18,4,46,0,2000173,1069289,930884,18.57,1415354,871.0,-,59.98,65.81,53.38,814098,714076,100022,1186075,1.Sikhs,1400149,2.Hindus,434873,3.Muslims,157838,697.0,697.0,697.0,684.0,291
1072,rajasthan,ajmer,2006.0,44,64,53,0,53,90,90,0,9,114,1,405,0,2181670,1129920,1051750,26.1,1306994,931.0,52634,64.65,79.37,48.86,856809,690818,165991,1324861,1.Hindus,1869044,2.Muslims,244341,3.Jains,47812,1025.0,1025.0,966.0,970.0,352
1073,rajasthan,alwar,2006.0,75,83,81,0,81,102,68,34,36,111,0,314,0,2992592,1586752,1405840,30.23,2557653,886.0,239905,61.74,78.09,43.28,1458686,947587,511099,1533906,1.Hindus,2535155,2.Muslims,383204,3.Sikhs,55530,1954.0,1954.0,1843.0,1811.0,553
1074,rajasthan,banswara,2006.0,29,22,27,0,27,38,36,2,5,79,3,93,0,1501589,760686,740903,29.84,1394226,974.0,1085272,44.63,60.45,28.43,709412,529393,180019,792177,1.Hindus,1425287,2.Muslims,39079,3.Jains,18406,1476.0,1476.0,853.0,1348.0,450
1075,rajasthan,barmer,2006.0,20,24,12,0,12,26,21,5,7,85,0,74,0,1964835,1038247,926588,36.83,1819431,892.0,118688,58.99,72.76,43.45,919729,680208,239521,1045106,1.Hindus,1695047,2.Muslims,231918,3.Jains,35744,1933.0,1933.0,948.0,1777.0,433
1076,rajasthan,bharatpur,2006.0,75,60,35,0,35,82,66,16,16,40,0,274,0,2101142,1133425,967717,27.05,1692182,854.0,47077,63.57,80.54,43.56,852913,573547,279366,1248229,1.Hindus,1804599,2.Muslims,264709,3.Sikhs,23472,1366.0,1365.0,1238.0,1298.0,481
1077,rajasthan,bhilwara,2006.0,36,61,40,0,40,97,76,21,9,81,0,221,0,2013789,1026650,987139,26.14,1598938,962.0,180556,50.74,67.39,33.48,939848,764916,174932,1073941,1.Hindus,1859972,2.Muslims,112802,3.Jains,37659,1693.0,1693.0,1553.0,1516.0,473
1078,rajasthan,bikaner,2006.0,35,102,29,0,29,28,27,1,16,63,0,287,0,1674271,886075,788196,38.18,1079235,890.0,5945,56.91,70.05,42.03,661457,522482,138975,1012814,1.Hindus,1445088,2.Muslims,172372,3.Jains,31235,712.0,686.0,485.0,611.0,173
1079,rajasthan,bundi,2006.0,22,52,39,0,39,64,53,11,5,103,0,260,0,962620,504818,457802,24.8,783058,907.0,194851,55.57,71.68,37.79,456937,305977,150960,505683,1.Hindus,881956,2.Muslims,56220,3.Jains,13186,839.0,838.0,733.0,764.0,178
1080,rajasthan,churu,2006.0,18,22,17,0,17,19,11,8,10,16,0,183,0,1923878,987781,936097,24.6,1387682,948.0,10063,66.81,79.69,53.35,853899,587431,266468,1069979,1.Hindus,1698106,2.Muslims,210446,3.Jains,13882,946.0,925.0,877.0,909.0,423
1081,rajasthan,dungarpur,2006.0,23,14,18,0,18,25,20,5,2,64,0,47,0,1107643,547791,559852,26.58,1026787,1022.0,721487,48.57,66.04,31.77,531376,272283,259093,576267,1.Hindus,1068319,2.Muslims,23549,3.Jains,12542,854.0,853.0,723.0,819.0,368
1082,rajasthan,ganganagar,2006.0,67,101,39,0,39,38,35,3,16,64,1,457,0,1789423,955378,834045,27.53,1336066,873.0,14744,64.74,75.53,52.44,719792,552559,167233,1069631,1.Hindus,1299812,2.Sikhs,441409,3.Muslims,42442,2830.0,2820.0,1817.0,1653.0,654
1083,rajasthan,jaisalmer,2006.0,4,6,1,0,1,7,3,4,5,14,0,15,1,508247,279101,229146,47.45,431853,821.0,27834,50.97,66.26,32.05,211687,153139,58548,296560,1.Hindus,383638,2.Muslims,120174,3.Sikhs,2086,600.0,576.0,183.0,473.0,144
1084,rajasthan,jhalawar,2006.0,28,80,42,0,42,66,51,15,10,151,3,189,0,1180323,612804,567519,23.34,1012081,926.0,141861,57.32,73.31,40.02,554781,399386,155395,625542,1.Hindus,1087934,2.Muslims,78962,3.Jains,11759,1477.0,1476.0,1185.0,1173.0,214
1085,rajasthan,nagaur,2006.0,56,31,35,0,35,49,37,12,12,193,0,221,0,2775058,1424967,1350091,29.33,2297721,947.0,6497,57.28,74.1,39.67,1129514,844039,285475,1645544,1.Hindus,2399173,2.Muslims,356405,3.Jains,17478,1480.0,1466.0,1417.0,1417.0,580
1086,rajasthan,pali,2006.0,35,46,30,0,30,68,62,6,10,131,1,220,0,1820251,918856,901395,22.39,1429364,981.0,105814,54.39,72.2,36.48,724883,518158,206725,1095368,1.Hindus,1677038,2.Muslims,114088,3.Jains,25599,936.0,936.0,883.0,906.0,451
1087,rajasthan,sikar,2006.0,45,34,29,0,29,60,34,26,9,31,0,165,0,2287788,1172753,1115035,24.11,1815250,951.0,62512,70.47,84.34,56.11,887915,633421,254494,1399873,1.Hindus,2019396,2.Muslims,261714,3.Jains,4957,986.0,985.0,965.0,945.0,470
1088,rajasthan,sirohi,2006.0,17,20,20,0,20,26,25,1,7,50,1,99,0,851107,437949,413158,30.08,700217,943.0,210763,53.94,69.89,37.15,343905,245762,98143,507202,1.Hindus,810765,2.Muslims,25439,3.Jains,12427,455.0,454.0,399.0,423.0,201
1089,rajasthan,tonk,2006.0,17,31,12,0,12,56,50,6,5,18,2,249,2,1211671,626436,585235,24.24,958503,934.0,145891,51.97,70.52,32.15,532682,425230,107452,678989,1.Hindus,1062365,2.Muslims,124440,3.Jains,23644,1032.0,1031.0,818.0,887.0,246
1090,rajasthan,udaipur,2006.0,55,71,74,0,74,121,98,23,7,99,1,258,0,2633312,1336004,1297308,27.37,2142995,971.0,1260432,58.62,73.62,43.26,1100880,724120,376760,1532432,1.Hindus,2449773,2.Muslims,88262,3.Jains,83699,2339.0,2337.0,1647.0,2030.0,619
1091,sikkim,east,2006.0,10,10,10,0,10,5,4,1,0,6,0,4,0,245040,132917,112123,37.17,192188,844.0,45321,74.67,81.2,66.8,116529,92577,23952,128511,1.Hindus,157321,2.Buddhists,64729,3.Christians,14502,131.0,131.0,125.0,112.0,100
1092,sikkim,north,2006.0,1,1,3,0,3,0,0,0,0,0,0,0,0,41030,23414,17616,31.32,39782,752.0,21772,67.21,75.69,55.39,23542,17553,5989,17488,1.Buddhists,22603,2.Hindus,16128,3.Christians,1623,53.0,53.0,46.0,42.0,44
1093,sikkim,south,2006.0,6,2,5,0,5,2,2,0,0,5,0,2,0,131525,68241,63284,33.37,127579,927.0,20483,67.31,74.29,59.72,69693,57367,12326,61832,1.Hindus,84213,2.Buddhists,31109,3.Christians,12757,145.0,145.0,142.0,131.0,99
1094,sikkim,west,2006.0,4,3,2,0,2,1,1,0,0,3,0,0,0,123256,63912,59344,25.48,121432,929.0,23829,58.8,66.82,50.11,53279,45407,7872,69977,1.Hindus,71886,2.Buddhists,33601,3.Others,9567,121.0,121.0,115.0,107.0,86
1095,tripura,dhalai,2006.0,21,8,16,0,16,14,8,6,2,19,0,22,0,307868,159095,148773,10.79,289001,935.0,166326,60.93,70.17,50.99,126761,92570,34191,181107,1.Hindus,257834,2.Buddhists,28180,3.Christians,14848,148.0,148.0,108.0,138.0,58
1096,chandigarh,chandigarh,2006.0,12,21,19,0,19,65,57,8,10,20,13,102,0,900635,506938,393697,40.33,92120,777.0,-,81.94,86.14,76.47,340422,328989,11433,560213,1.Hindus,707978,2.Sikhs,145175,3.Muslims,35548,23.0,23.0,23.0,18.0,18
1097,assam,barpeta,2007.0,40,7,83,0,83,87,81,6,10,16,0,180,0,1647201,848578,798623,18.53,1520333,941.0,123266,56.24,64.83,47.07,517088,408537,108551,1130113,1.Hindus,977943,2.Muslims,662066,3.Christians,5267,1050.0,1050.0,775.0,967.0,430
1098,assam,bongaigaon,2007.0,15,2,40,0,40,45,38,7,5,13,0,124,0,904835,465240,439595,12.23,795053,945.0,110696,59.33,67.67,50.44,293243,233087,60156,611592,1.Hindus,535464,2.Muslims,348573,3.Christians,18728,881.0,881.0,607.0,805.0,112
1099,assam,cachar,2007.0,61,20,58,0,58,117,105,12,4,30,0,364,0,1444921,743042,701879,18.66,1243534,945.0,18631,67.82,75.73,59.41,465734,364814,100920,979187,1.Hindus,886761,2.Muslims,522051,3.Christians,31306,1020.0,1020.0,741.0,902.0,134
1100,assam,darrang,2007.0,23,8,61,0,61,45,40,5,3,111,1,81,0,1504320,773861,730459,15.79,1429492,944.0,249861,55.44,63.91,46.4,527993,404428,123565,976327,1.Hindus,868532,2.Muslims,534658,3.Christians,97306,1319.0,1319.0,1032.0,1246.0,356
1101,assam,dhemaji,2007.0,20,19,70,0,70,42,28,14,0,40,0,121,0,571944,294643,277301,18.93,533112,941.0,270496,64.48,74.41,53.86,250146,155431,94715,321798,1.Hindus,548780,2.Muslims,10533,3.Christians,6390,1236.0,1236.0,253.0,1068.0,83
1102,assam,dhubri,2007.0,44,42,148,0,148,138,111,27,12,128,0,392,0,1637344,841044,796300,23.42,1444901,947.0,32523,48.21,55.91,40.04,470360,399201,71159,1166984,1.Hindus,1216455,2.Muslims,405065,3.Christians,12477,1261.0,1261.0,904.0,1138.0,374
1103,assam,dibrugarh,2007.0,112,17,55,0,55,93,2,91,0,29,0,30,0,1185072,613555,571517,12.43,956634,931.0,88337,68.96,77.3,59.95,472419,342708,129711,712653,1.Hindus,1075878,2.Muslims,53306,3.Christians,45040,1309.0,1309.0,1195.0,1169.0,263
1104,assam,goalpara,2007.0,31,5,51,0,51,51,39,12,4,45,0,105,0,822035,420251,401784,23.07,755133,956.0,131800,58.03,64.86,50.85,273925,209928,63997,548110,1.Hindus,441516,2.Muslims,314157,3.Christians,64662,761.0,761.0,689.0,723.0,243
1105,assam,golaghat,2007.0,80,23,64,0,64,78,58,20,0,50,0,99,0,946279,490286,455993,14.21,865141,930.0,93920,69.38,77.14,60.99,388640,269896,118744,557639,1.Hindus,813263,2.Muslims,74808,3.Christians,52277,1066.0,1066.0,595.0,769.0,87
1106,assam,hailakandi,2007.0,27,2,26,0,26,42,30,12,3,15,0,60,0,542872,280513,262359,20.92,498787,935.0,821,59.64,68.24,50.46,179881,138216,41665,362991,1.Hindus,312849,2.Muslims,223191,3.Christians,5424,327.0,327.0,268.0,308.0,110
1107,assam,jorhat,2007.0,46,14,45,0,45,70,59,11,3,21,0,55,0,999221,517015,482206,15.84,827901,933.0,123134,76.34,83.62,68.49,414348,285092,129256,584873,1.Hindus,927858,2.Muslims,47658,3.Christians,18610,787.0,787.0,650.0,717.0,215
1108,assam,kamrup,2007.0,47,24,74,0,74,63,36,27,0,7,0,144,0,2522324,1326981,1195343,25.75,1614107,901.0,250393,74.16,81.16,66.31,842253,697810,144443,1680071,1.Hindus,1836153,2.Muslims,625002,3.Christians,44257,1342.0,1342.0,1042.0,1190.0,468
1109,assam,karimganj,2007.0,29,19,49,0,49,40,37,3,13,5,0,82,0,1007976,517680,490296,21.35,934126,947.0,2901,66.24,74.69,57.28,303294,235016,68278,704682,1.Hindus,527214,2.Muslims,470708,3.Christians,8746,915.0,915.0,639.0,865.0,224
1110,assam,kokrajhar,2007.0,41,8,42,0,42,47,38,9,1,35,0,82,0,905764,466191,439573,15.05,841823,943.0,304985,51.63,60.32,42.4,334849,234771,100078,570915,1.Hindus,594168,2.Muslims,184441,3.Christians,124270,951.0,951.0,704.0,906.0,211
1111,assam,lakhimpur,2007.0,41,18,62,0,62,84,82,2,0,47,0,147,0,889010,455691,433319,18.34,823857,951.0,208864,68.56,77.06,59.59,497745,288052,209693,391265,1.Hindus,702881,2.Muslims,143505,3.Christians,36667,1139.0,1139.0,680.0,1046.0,211
1112,assam,nagaon,2007.0,92,49,114,0,114,208,203,5,11,5,9,225,0,2314629,1190950,1123679,22.3,2036342,944.0,89394,61.73,68.27,54.74,727641,566195,161446,1586988,1.Hindus,1180267,2.Muslims,1106354,3.Christians,21473,1375.0,1374.0,1190.0,1257.0,480
1113,assam,nalbari,2007.0,21,15,12,0,12,32,22,10,3,18,0,32,0,1148824,592375,556449,11.98,1121338,939.0,202577,67.23,76.56,57.26,383932,291665,92267,764892,1.Hindus,873749,2.Muslims,253842,3.Christians,18495,798.0,798.0,733.0,769.0,179
1114,assam,sibsagar,2007.0,78,43,53,0,53,54,43,11,0,24,0,104,0,1051736,545476,506260,15.95,954557,928.0,41533,74.47,81.53,66.81,430523,287319,143204,621213,1.Hindus,927706,2.Muslims,85761,3.Christians,28488,866.0,866.0,772.0,825.0,317
1115,assam,sonitpur,2007.0,102,16,70,0,70,80,75,5,8,20,0,155,0,1681513,871568,809945,17.8,1505719,929.0,195083,59.0,67.54,49.73,634723,465283,169440,1046790,1.Hindus,1287646,2.Muslims,268078,3.Christians,115623,1784.0,1784.0,1331.0,1372.0,235
1116,assam,tinsukia,2007.0,143,6,57,0,57,91,76,15,0,9,0,92,0,1150062,601099,548963,19.52,926105,913.0,67234,60.95,70.15,50.78,466351,349847,116504,683711,1.Hindus,1029142,2.Muslims,62403,3.Christians,40000,1107.0,1107.0,871.0,936.0,198
1117,bihar,araria,2007.0,48,185,47,0,47,27,5,22,11,51,0,86,0,2158608,1128105,1030503,31.84,2026257,913.0,29423,35.01,46.38,22.37,853445,657446,195999,1305163,1.Hindus,1263766,2.Muslims,887972,3.Jains,2504,713.0,713.0,129.0,552.0,60
1118,bihar,aurangabad,2007.0,68,12,30,0,30,35,28,7,36,25,0,30,0,2013055,1040945,972110,30.19,1842998,934.0,1640,57.03,71.13,41.9,671011,476390,194621,1342044,1.Hindus,1814612,2.Muslims,196030,3.Religion not stated,1161,1739.0,1739.0,527.0,1148.0,270
1119,bihar,begusarai,2007.0,100,145,25,0,25,85,38,47,43,15,0,34,0,2349366,1228874,1120492,29.11,2241743,912.0,1505,47.98,59.13,35.64,746075,571564,174511,1603291,1.Hindus,2033039,2.Muslims,313713,3.Religion not stated,1224,729.0,729.0,457.0,503.0,167
1120,bihar,bhagalpur,2007.0,92,85,25,0,25,76,59,17,21,33,2,16,0,2423172,1291658,1131514,27.24,1970745,876.0,55545,49.5,59.22,38.13,855345,580731,274614,1567827,1.Hindus,1990976,2.Muslims,423246,3.Christians,1853,935.0,935.0,445.0,642.0,229
1121,bihar,bhojpur,2007.0,112,133,41,0,41,57,40,17,42,60,0,83,0,2243144,1179611,1063533,24.58,1930730,902.0,8337,58.96,74.29,41.8,653811,491916,161895,1589333,1.Hindus,2076589,2.Muslims,163193,3.Religion not stated,913,999.0,999.0,247.0,885.0,133
1122,bihar,darbhanga,2007.0,72,109,47,0,47,91,60,31,39,41,0,59,0,3295789,1722189,1573600,30.85,3028441,914.0,841,44.33,56.72,30.78,1028558,761464,267094,2267231,1.Hindus,2543284,2.Muslims,748971,3.Religion not stated,2245,1083.0,1083.0,490.0,850.0,271
1123,bihar,gaya,2007.0,157,170,28,0,28,59,55,4,74,15,0,15,0,3473428,1792163,1681265,30.19,2997479,938.0,2945,50.45,63.27,36.66,1277639,994459,283180,2195789,1.Hindus,3063841,2.Muslims,403439,3.Religion not stated,1622,2680.0,2680.0,539.0,1635.0,278
1124,bihar,gopalganj,2007.0,48,79,9,0,9,21,14,7,22,15,0,46,0,2152638,1075710,1076928,26.11,2022048,1001.0,6157,47.48,62.96,32.16,641672,466811,174861,1510966,1.Hindus,1784275,2.Muslims,367219,3.Religion not stated,850,1383.0,1383.0,439.0,866.0,261
1125,bihar,jehanabad,2007.0,40,16,7,0,7,27,18,9,19,7,0,24,0,1514315,784946,729369,28.64,1402703,929.0,1313,55.26,70.07,39.37,580905,422789,158116,933410,1.Hindus,1389053,2.Muslims,124149,3.Religion not stated,743,856.0,856.0,219.0,672.0,123
1126,bihar,katihar,2007.0,71,50,149,0,149,135,90,45,14,25,0,27,0,2392638,1246872,1145766,30.91,2174361,919.0,140418,35.09,45.31,23.8,898326,664259,234067,1494312,1.Hindus,1363523,2.Muslims,1017495,3.Christians,4994,1290.0,1290.0,277.0,785.0,248
1127,bihar,khagaria,2007.0,48,70,21,0,21,44,14,30,14,15,0,12,0,1280354,679267,601087,29.32,1204027,885.0,332,41.35,51.82,29.35,467240,333262,133978,813114,1.Hindus,1147346,2.Muslims,131441,3.Others,546,241.0,241.0,114.0,220.0,124
1128,bihar,kishanganj,2007.0,23,12,53,0,53,65,40,25,8,25,0,18,0,1296348,669552,626796,31.5,1167340,936.0,47116,31.09,42.71,18.63,417151,359819,57332,879197,1.Muslims,876105,2.Hindus,412995,3.Christians,2856,730.0,730.0,116.0,442.0,120
1129,bihar,madhepura,2007.0,65,18,32,0,32,36,21,15,7,3,0,18,4,1526646,797180,729466,29.45,1458679,915.0,9295,36.07,48.8,22.11,683976,498367,185609,842670,1.Hindus,1351978,2.Muslims,173605,3.Religion not stated,494,384.0,384.0,168.0,311.0,141
1130,bihar,madhubani,2007.0,76,176,47,0,47,71,46,25,27,36,0,29,0,3575281,1840997,1734284,26.08,3450736,942.0,1260,41.97,56.79,26.25,1227723,877412,350311,2347558,1.Hindus,2930501,2.Muslims,641579,3.Religion not stated,1477,1034.0,1034.0,437.0,901.0,232
1131,bihar,munger,2007.0,76,63,25,0,25,52,26,26,10,0,0,52,0,1137797,607730,530067,20.34,819950,872.0,18060,59.47,69.89,47.4,331451,233688,97763,806346,1.Hindus,1045233,2.Muslims,89791,3.Christians,1135,525.0,525.0,321.0,382.0,149
1132,bihar,muzaffarpur,2007.0,143,26,77,0,77,169,64,105,93,12,0,87,0,3746714,1951466,1795248,26.74,3398361,920.0,3472,47.95,59.1,35.81,1139830,895830,244000,2606884,1.Hindus,3168225,2.Muslims,573951,3.Religion not stated,2104,1725.0,1725.0,1021.0,1423.0,526
1133,bihar,nalanda,2007.0,102,62,14,0,14,105,51,54,57,33,0,104,0,2370528,1238599,1131929,18.64,2016899,914.0,970,53.19,66.44,38.58,903144,700007,203137,1467384,1.Hindus,2191552,2.Muslims,176871,3.Religion not stated,888,1000.0,1000.0,366.0,879.0,198
1134,bihar,patna,2007.0,317,115,74,0,74,313,65,248,80,19,0,296,0,4718592,2519942,2198650,30.17,2757060,873.0,9236,62.92,73.34,50.83,1425647,1161984,263663,3292945,1.Hindus,4333556,2.Muslims,366164,3.Christians,8951,1288.0,1288.0,615.0,1199.0,390
1135,bihar,rohtas,2007.0,89,207,23,0,23,29,26,3,58,21,0,34,0,2450748,1283485,1167263,27.71,2123942,909.0,25663,61.29,75.31,45.71,744183,544731,199452,1706565,1.Hindus,2199049,2.Muslims,246760,3.Sikhs,2549,1710.0,1710.0,493.0,1185.0,153
