,state,District,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,person,Male,Female,growthinpopulation,rural,urban,STPop,Personlit_rate,Mlit_Rate,Flit_Rate,Totalworkers,Mainworkers,Marginal workers,Nonworkers,Religion1,religion1 population,Religion2,Religion2 Population,religion3name,religion3poulation,inhabitadevillages,drinkingwater,electricity,primary school,Medical facility
81,jharkhand,giridih,2001.0,63,65,42,0,42,15,10,5,30,13,0,57,0,1904430,960679,943751,27.09,1782066,982.0,184469,44.5,62.09,26.62,644644,340925,303719,1259786,1.Hindus,1475201,2.Muslims,383253,3.Others,30778,2532.0,2532.0,481.0,1232.0,229
82,jharkhand,godda,2001.0,61,0,37,0,37,30,26,4,1,0,0,0,0,1047939,544043,503896,21.61,1010931,926.0,247538,43.13,57.52,27.39,421941,238694,183247,625998,1.Hindus,745237,2.Muslims,210734,3.Others,68055,1633.0,1633.0,257.0,892.0,141
83,jharkhand,gumla,2001.0,136,18,29,0,29,16,11,5,0,2,0,10,1,1346767,675769,670998,16.6,1273025,993.0,920597,51.74,63.5,39.95,658921,446953,211968,687846,1.Hindus,440373,2.Christians,425107,3.Others,419004,1393.0,1393.0,92.0,1015.0,365
84,jharkhand,hazaribagh,2001.0,76,35,41,0,41,42,31,11,31,15,0,18,0,2277475,1167793,1109682,24.02,1748406,950.0,268333,57.74,71.81,42.87,790049,532895,257154,1487426,1.Hindus,1870586,2.Muslims,337117,3.Others,36789,1543.0,1543.0,413.0,962.0,147
85,jharkhand,palamu,2001.0,73,52,15,0,15,14,2,12,18,8,0,28,1,2098359,1084417,1013942,26.8,1973266,935.0,392325,44.95,58.91,29.88,793658,444921,348737,1304701,1.Hindus,1740948,2.Muslims,242980,3.Others,63100,2465.0,2465.0,410.0,1474.0,349
86,jharkhand,ranchi,2001.0,243,65,73,0,73,1,1,0,4,24,1,78,0,2785064,1436976,1348088,25.72,1807243,938.0,1164624,64.57,76.56,51.72,1076904,750962,325942,1708160,1.Hindus,1399301,2.Others,767672,3.Muslims,348774,2052.0,2052.0,331.0,1343.0,377
87,karnataka,belgaum,2001.0,120,55,8,0,8,27,12,15,4,62,0,125,0,4214505,2150090,2064415,17.4,3201814,960.0,243451,64.21,75.7,52.32,1877774,1537645,340129,2336731,1.Hindus,3565153,2.Muslims,440836,3.Christians,169466,1255.0,1254.0,1247.0,1240.0,740
88,karnataka,bellary,2001.0,58,41,16,0,16,14,11,3,5,82,0,49,0,2027140,1029714,997426,22.3,1320290,969.0,364638,57.4,69.2,45.28,920821,801369,119452,1106319,1.Hindus,1739522,2.Muslims,257806,3.Christians,13226,524.0,523.0,524.0,381.0,260
89,karnataka,bidar,2001.0,48,58,7,0,7,19,10,9,2,90,3,51,0,1502373,771022,731351,19.56,1157498,949.0,182219,60.94,72.46,48.81,557603,424985,132618,944770,1.Hindus,1020174,2.Muslims,295762,3.Buddhists,122083,599.0,596.0,596.0,591.0,293
90,karnataka,bijapur,2001.0,51,47,6,0,6,24,19,5,1,65,0,92,0,1806918,926424,880494,17.63,1410829,950.0,30051,57.01,69.94,43.47,718213,551972,166241,1088705,1.Hindus,1495080,2.Muslims,294491,3.Jains,8356,660.0,659.0,657.0,626.0,392
91,karnataka,chitradurga,2001.0,31,22,18,0,18,4,0,4,2,48,0,35,0,1517896,776221,741675,15.05,1243658,955.0,266235,64.45,74.66,53.78,721835,576035,145800,796061,1.Hindus,1388506,2.Muslims,109412,3.Religion not stated,8411,946.0,916.0,946.0,879.0,197
92,karnataka,davanagere,2001.0,58,39,22,0,22,23,13,10,8,84,5,77,0,1790952,917705,873247,14.78,1247954,952.0,209701,67.43,76.37,58.04,783781,631726,152055,1007171,1.Hindus,1532714,2.Muslims,226708,3.Religion not stated,10944,810.0,786.0,808.0,727.0,278
93,karnataka,gulbarga,2001.0,95,83,20,0,20,35,21,14,6,143,1,104,0,3130922,1592789,1538133,21.02,2278301,966.0,154195,50.01,61.77,37.9,1350072,1010430,339642,1780850,1.Hindus,2381497,2.Muslims,551171,3.Buddhists,153619,1360.0,1327.0,1342.0,1337.0,708
94,karnataka,hassan,2001.0,64,69,20,0,20,17,0,17,4,75,1,68,0,1721669,859086,862583,9.66,1416996,1004.0,26451,68.63,78.37,59.0,864711,702827,161884,856958,1.Hindus,1587287,2.Muslims,104730,3.Christians,15598,2394.0,2330.0,2341.0,1990.0,482
95,karnataka,kodagu,2001.0,26,33,4,0,4,4,4,0,4,22,0,14,0,548561,274831,273730,11.64,473179,996.0,46115,77.99,83.7,72.26,266378,247574,18804,282183,1.Hindus,450694,2.Muslims,78466,3.Christians,17951,291.0,279.0,286.0,267.0,138
96,karnataka,kolar,2001.0,69,72,17,0,17,21,18,3,18,42,0,39,0,2536069,1286193,1249876,13.83,1910546,972.0,205711,62.84,73.17,52.23,1235028,1014667,220361,1301041,1.Hindus,2196660,2.Muslims,298767,3.Christians,32547,2919.0,2797.0,2785.0,2342.0,490
97,karnataka,koppal,2001.0,23,33,6,0,6,12,12,0,5,40,1,23,0,1196089,603312,592777,24.57,997797,983.0,138588,54.1,68.42,39.61,554506,422208,132298,641583,1.Hindus,1042294,2.Muslims,137174,3.Religion not stated,5395,594.0,590.0,594.0,560.0,281
98,karnataka,mandya,2001.0,67,47,15,0,15,9,1,8,7,50,0,72,0,1763705,888034,875671,7.14,1480990,986.0,17193,61.05,70.5,51.53,840419,682440,157979,923286,1.Hindus,1667640,2.Muslims,69890,3.Buddhists,11093,1369.0,1330.0,1323.0,1185.0,458
99,karnataka,raichur,2001.0,33,38,12,0,12,11,5,6,1,63,4,52,0,1669762,841840,827922,21.93,1248925,983.0,303042,48.81,61.52,35.93,732762,544347,188415,937000,1.Hindus,1417051,2.Muslims,228652,3.Christians,12390,830.0,806.0,796.0,306.0,338
100,karnataka,shimoga,2001.0,56,48,12,0,12,14,10,4,6,65,0,134,0,1642545,830559,811986,12.9,1071535,978.0,55997,74.52,82.01,66.88,714671,586832,127839,927874,1.Hindus,1401087,2.Muslims,200979,3.Christians,26474,1443.0,1415.0,1399.0,989.0,311
101,karnataka,tumkur,2001.0,80,55,6,0,6,21,4,17,28,53,0,44,0,2584711,1313801,1270910,11.87,2077509,967.0,193819,67.01,76.78,56.94,1316939,1050291,266648,1267772,1.Hindus,2349801,2.Muslims,211732,3.Christians,7736,2574.0,2477.0,2573.0,2123.0,382
102,kerala,ernakulam,2001.0,44,67,38,0,38,20,7,13,3,162,3,161,0,3105798,1538397,1567401,9.09,1628713,1019.0,10046,93.2,95.81,90.66,1117091,915756,201335,1988707,1.Hindus,1444994,2.Christians,1204471,3.Muslims,451764,90.0,90.0,90.0,89.0,89
103,kerala,idukki,2001.0,33,30,34,0,34,0,0,0,0,145,16,127,0,1129221,566682,562539,6.96,1071628,993.0,50973,88.69,92.33,85.02,487352,400699,86653,641869,1.Hindus,566744,2.Muslims,480108,3.Christians,81222,64.0,64.0,64.0,60.0,62
104,kerala,kannur,2001.0,26,58,42,0,42,12,7,5,0,77,7,157,0,2408956,1152817,1256139,7.13,1196058,1090.0,19969,92.59,96.13,89.4,767197,626876,140321,1641759,1.Hindus,1480748,2.Muslims,665648,3.Christians,261019,78.0,78.0,78.0,78.0,78
105,kerala,kollam,2001.0,41,65,55,0,55,16,9,7,3,235,0,315,0,2585208,1249621,1335587,7.33,2119230,1069.0,5190,91.18,94.43,88.18,828566,654823,173743,1756642,1.Hindus,1685044,2.Muslims,474071,3.Christians,423745,93.0,93.0,93.0,93.0,92
106,kerala,kottayam,2001.0,34,26,22,0,22,18,12,6,2,125,8,82,0,1953646,964926,988720,6.76,1653838,1025.0,18340,95.82,97.34,94.35,642157,539609,102548,1311489,1.Hindus,963497,2.Muslims,871371,3.Christians,116686,89.0,89.0,89.0,89.0,88
107,kerala,kozhikode,2001.0,34,35,39,0,39,12,10,2,2,118,8,319,0,2879131,1399358,1479773,9.87,1777974,1057.0,5940,92.24,96.11,88.62,802900,630836,172064,2076231,1.Hindus,1669161,2.Muslims,1078750,3.Christians,127468,87.0,87.0,87.0,87.0,87
108,kerala,malappuram,2001.0,23,33,71,0,71,17,4,13,3,92,3,448,0,3625471,1754576,1870895,17.22,3269301,1066.0,12267,89.61,93.25,86.26,874476,691848,182628,2750995,1.Hindus,2484576,2.Muslims,1057418,3.Christians,80650,122.0,122.0,122.0,122.0,121
109,kerala,palakkad,2001.0,45,57,63,0,63,14,10,4,5,112,10,215,0,2617482,1266985,1350497,9.86,2260907,1066.0,39665,84.35,89.52,79.56,945052,768620,176432,1672430,1.Hindus,1802766,2.Muslims,703596,3.Christians,109249,144.0,144.0,144.0,141.0,139
110,kerala,pathanamthitta,2001.0,20,13,12,0,12,0,0,0,0,90,3,95,0,1234016,589398,644618,3.72,1110218,1094.0,6549,94.84,96.41,93.43,366049,285844,80205,867967,1.Hindus,694560,2.Muslims,481602,3.Christians,56457,65.0,65.0,65.0,64.0,63
111,kerala,thrissur,2001.0,42,79,42,0,42,18,9,9,2,223,16,198,0,2974232,1422052,1552180,8.7,2134799,1092.0,4826,92.27,95.11,89.71,955300,808965,146335,2018932,1.Hindus,1761842,2.Muslims,720152,3.Christians,488697,204.0,204.0,204.0,196.0,194
112,maharashtra,akola,2001.0,64,41,15,0,15,15,14,1,2,109,7,189,0,1630239,841253,788986,20.51,1002742,938.0,100088,81.41,88.91,73.43,648243,582264,65979,981996,1.Hindus,1024080,2.Muslims,296272,3.Buddhists,293184,862.0,851.0,840.0,786.0,212
113,maharashtra,bhandara,2001.0,32,22,39,0,39,4,1,3,5,71,37,60,0,1136146,573445,562701,11.2,960418,981.0,97718,78.47,88.97,67.82,536885,365464,171421,599261,1.Hindus,953507,2.Buddhists,144541,3.Muslims,23324,778.0,772.0,774.0,716.0,442
114,maharashtra,chandrapur,2001.0,49,26,43,0,43,10,7,3,2,102,28,144,0,2071101,1062993,1008108,17.26,1406034,948.0,375256,73.17,82.94,62.89,930791,683029,247762,1140310,1.Hindus,1680113,2.Buddhists,274067,3.Muslims,76050,1472.0,1462.0,1444.0,1359.0,318
115,maharashtra,dhule,2001.0,48,25,16,0,16,6,6,0,6,17,8,127,0,1707947,878372,829575,16.01,1262062,944.0,443564,71.65,81.4,61.39,737941,573496,164445,970006,1.Hindus,1522895,2.Muslims,149466,3.Buddhists,14613,678.0,675.0,673.0,669.0,276
116,maharashtra,gadchiroli,2001.0,47,24,27,0,27,7,6,1,0,55,17,57,0,970294,491101,479193,23.25,903033,976.0,371696,60.1,71.86,48.07,497104,336959,160145,473190,1.Hindus,818640,2.Buddhists,78058,3.Others,44825,1521.0,1509.0,1320.0,1279.0,369
117,maharashtra,jalgaon,2001.0,83,44,19,0,19,16,12,4,5,76,31,389,0,3682690,1905493,1777197,15.44,2629896,933.0,435951,75.43,85.91,64.3,1563983,1300086,263897,2118707,1.Hindus,3049368,2.Muslims,455288,3.Buddhists,126136,1491.0,1491.0,1486.0,1470.0,934
118,maharashtra,jalna,2001.0,43,24,16,0,16,12,8,4,5,56,7,172,0,1612980,826903,786077,18.17,1305115,951.0,32103,64.4,79.14,49.04,716900,611998,104902,896080,1.Hindus,1255041,2.Muslims,211531,3.Buddhists,121033,963.0,963.0,959.0,952.0,380
119,maharashtra,kolhapur,2001.0,54,33,26,0,26,21,13,8,19,46,7,80,0,3523162,1807470,1715692,17.59,2472809,949.0,21387,76.93,87.47,66.02,1652970,1394882,258088,1870192,1.Hindus,3077263,2.Muslims,236875,3.Jains,147285,1196.0,1194.0,1190.0,1185.0,638
120,maharashtra,latur,2001.0,42,17,7,0,7,22,22,0,38,50,7,150,0,2080285,1075257,1005028,23.95,1590024,935.0,47836,71.54,82.94,59.4,840518,712849,127669,1239767,1.Hindus,1700679,2.Muslims,292996,3.Buddhists,74351,921.0,921.0,919.0,917.0,409
121,maharashtra,mumbai,2001.0,295,200,127,0,127,148,12,136,18,274,44,198,0,8640419,4741720,3898699,27.2,-,822.0,70454,86.89,91.56,81.12,3152509,2971039,181470,5487910,1.Hindus,5953475,2.Muslims,1488987,3.Buddhists,464354,1016.4515570934255,1009.6712802768166,774.7595155709342,796.7941176470588,118
122,maharashtra,mumbai,2001.0,295,200,127,0,127,148,12,136,18,274,44,198,0,3338031,1878246,1459785,4.79,-,777.0,20666,86.4,90.23,81.38,1311739,1250710,61029,2026292,1.Hindus,2119750,2.Muslims,734484,3.Buddhists,161417,1016.4515570934255,1009.6712802768166,774.7595155709342,796.7941176470588,118
123,maharashtra,nanded,2001.0,80,66,23,0,23,41,36,5,21,85,22,202,0,2876259,1481358,1394901,23.08,2187195,942.0,253596,67.77,80.44,54.35,1202037,965087,236950,1674222,1.Hindus,2162185,2.Muslims,385081,3.Buddhists,302161,1546.0,1538.0,1531.0,1536.0,209
124,maharashtra,osmanabad,2001.0,48,13,16,0,16,8,7,1,2,52,6,102,0,1486586,769368,717218,15.35,1253330,932.0,27857,69.02,80.42,56.89,653522,555202,98320,833064,1.Hindus,1297858,2.Muslims,151181,3.Buddhists,28356,729.0,729.0,727.0,726.0,400
125,maharashtra,parbhani,2001.0,49,28,25,0,25,22,16,6,1,57,10,120,0,1527715,780191,747524,15.31,1042529,958.0,35210,66.07,79.63,52.02,644752,559917,84835,882963,1.Hindus,1121246,2.Muslims,243935,3.Buddhists,153231,830.0,830.0,824.0,821.0,386
126,maharashtra,ratnagiri,2001.0,17,5,10,0,10,8,4,4,0,32,19,62,0,1696777,794498,902279,9.87,1504568,1136.0,20102,75.05,85.89,65.77,763387,557613,205774,933390,1.Hindus,1391137,2.Muslims,175672,3.Buddhists,120855,1539.0,1538.0,1539.0,1484.0,810
127,maharashtra,sangli,2001.0,85,24,32,0,32,18,8,10,12,54,22,96,0,2583524,1320088,1263436,17.59,1950306,957.0,17855,76.62,86.26,66.73,1218655,952241,266414,1364869,1.Hindus,2243478,2.Muslims,203524,3.Jains,85160,721.0,721.0,721.0,719.0,567
128,maharashtra,satara,2001.0,57,19,32,0,32,12,7,5,13,49,9,179,0,2808994,1408326,1400668,14.1,2410873,995.0,21896,78.22,88.2,68.38,1303658,1044989,258669,1505336,1.Hindus,2533359,2.Buddhists,128570,3.Muslims,125661,1716.0,1716.0,1701.0,1680.0,646
129,maharashtra,sindhudurg,2001.0,14,4,7,0,7,2,2,0,0,20,13,8,0,868825,417890,450935,3.55,786506,1079.0,4952,80.3,90.26,71.23,404985,233827,171158,463840,1.Hindus,802498,2.Buddhists,24320,3.Muslims,23668,743.0,743.0,735.0,722.0,593
130,maharashtra,wardha,2001.0,60,25,35,0,35,12,12,0,9,98,35,89,0,1236736,638990,597746,15.3,911695,935.0,154415,80.06,87.18,72.45,550351,431330,119021,686385,1.Hindus,1006235,2.Buddhists,169579,3.Muslims,47605,1004.0,998.0,998.0,842.0,392
131,maharashtra,yavatmal,2001.0,56,45,56,0,56,37,31,6,12,125,27,177,0,2458271,1265681,1192590,18.46,2001060,942.0,473370,73.62,84.09,62.52,1118937,949453,169484,1339334,1.Hindus,1999368,2.Buddhists,221793,3.Muslims,196909,1856.0,1820.0,1795.0,1729.0,723
132,manipur,bishnupur,2001.0,29,25,1,0,1,3,3,0,0,0,0,1,0,208368,104550,103818,13.9,133627,993.0,6143,67.63,79.61,55.66,89703,55557,34146,118665,1.Hindus,148903,2.Others,38763,3.Muslims,14194,48.0,48.0,46.0,47.0,28
133,manipur,chandel,2001.0,7,7,0,0,0,1,1,0,0,0,0,0,0,118327,59741,58586,72.8,103365,981.0,108779,56.23,64.34,47.98,54545,39935,14610,63782,1.Christians,109128,2.Hindus,5701,3.Muslims,2318,350.0,323.0,190.0,214.0,25
134,manipur,churachandpur,2001.0,35,21,1,0,1,0,0,0,0,0,0,0,0,227905,117232,110673,29.81,227905,944.0,212482,70.59,77.67,63.06,99363,71933,27430,128542,1.Christians,213186,2.Hindus,10538,3.Muslims,2573,540.0,539.0,306.0,395.0,66
135,manipur,tamenglong,2001.0,2,1,0,0,0,0,0,0,0,0,0,0,0,111499,58014,53485,29.23,111499,922.0,106349,59.25,68.72,48.95,50863,43353,7510,60636,1.Christians,105791,2.Hindus,3187,3.Muslims,1431,171.0,171.0,75.0,157.0,42
136,manipur,thoubal,2001.0,32,32,4,0,4,22,14,8,0,1,0,0,0,364140,182250,181890,24.62,232868,998.0,4274,66.41,80.43,52.46,177343,111486,65857,186797,1.Hindus,221096,2.Muslims,86849,3.Others,50819,90.0,90.0,84.0,88.0,36
137,manipur,ukhrul,2001.0,4,1,0,0,0,1,1,0,0,1,0,0,0,140778,73465,67313,28.98,140778,916.0,134493,73.12,80.13,65.41,66515,51564,14951,74263,1.Christians,133966,2.Hindus,5687,3.Muslims,881,198.0,198.0,154.0,188.0,47
138,mizoram,aizawl,2001.0,12,6,26,0,26,0,0,0,0,13,0,1,0,325676,166877,158799,39.24,77531,952.0,303641,96.51,96.75,96.26,162961,125328,37633,162715,1.Christians,303893,2.Hindus,14508,3.Muslims,5185,96.0,96.0,81.0,86.0,46
139,mizoram,lawngtlai,2001.0,2,0,2,0,2,0,0,0,0,0,0,0,0,73620,38776,34844,34.78,73620,899.0,70234,64.74,70.9,57.81,34093,26188,7905,39527,1.Buddhists,38410,2.Christians,32877,3.Hindus,1910,139.0,139.0,27.0,134.0,24
140,mizoram,lunglei,2001.0,5,4,3,0,3,0,0,0,0,11,0,0,0,137223,71402,65821,23.1,79267,922.0,130768,84.17,87.44,80.6,71792,60870,10922,65431,1.Christians,109204,2.Buddhists,22429,3.Hindus,4612,160.0,160.0,101.0,130.0,55
141,nagaland,kohima,2001.0,25,16,6,0,6,3,0,3,0,6,0,0,0,310084,162251,147833,49.96,233054,911.0,280753,74.54,80.3,68.15,135023,114456,20567,175061,1.Christians,278844,2.Hindus,21950,3.Others,5457,180.0,179.0,148.0,164.0,82
142,nagaland,mokokchung,2001.0,12,2,1,0,1,1,0,1,0,0,0,0,0,232085,120929,111156,43.48,200871,919.0,217653,83.92,86.03,81.61,109260,82160,27100,122825,1.Christians,219282,2.Hindus,10433,3.Muslims,2128,102.0,101.0,97.0,99.0,82
143,nagaland,mon,2001.0,3,3,2,0,2,2,2,0,0,0,0,0,0,260652,138753,121899,73.42,244062,879.0,244821,41.83,46.56,36.35,130848,108206,22642,129804,1.Christians,248684,2.Hindus,9963,3.Muslims,1748,110.0,110.0,102.0,107.0,69
144,nagaland,phek,2001.0,7,4,1,0,1,2,0,2,0,0,0,0,0,148195,77141,71054,45.12,135331,921.0,142977,70.65,78.37,62.26,71398,57454,13944,76797,1.Christians,143048,2.Hindus,4095,3.Muslims,517,104.0,104.0,102.0,102.0,54
145,nagaland,tuensang,2001.0,1,3,0,0,0,0,0,0,0,0,0,0,0,414818,218678,196140,78.1,385046,897.0,398350,50.64,55.12,45.58,184924,156950,27974,229894,1.Christians,406287,2.Hindus,6856,3.Muslims,1329,251.0,251.0,238.0,230.0,123
146,nagaland,wokha,2001.0,12,3,1,0,1,2,0,2,0,0,0,0,0,161223,83670,77553,95.01,123587,927.0,153983,80.55,85.35,75.32,56254,49679,6575,104969,1.Christians,155009,2.Hindus,4787,3.Muslims,1209,128.0,128.0,105.0,104.0,67
147,nagaland,zunheboto,2001.0,4,1,2,0,2,0,0,0,0,0,0,0,0,153955,79056,74899,61.0,130874,947.0,147915,69.28,73.74,64.57,56783,47491,9292,97172,1.Christians,150097,2.Hindus,3193,3.Muslims,492,187.0,186.0,187.0,178.0,57
148,punjab,amritsar,2001.0,36,43,9,0,9,34,26,8,7,9,0,77,0,3096077,1650589,1445488,22.72,1872802,876.0,-,67.27,72.61,61.26,1112200,938100,174100,1983877,1.Sikhs,2383575,2.Hindus,648284,3.Christians,51948,1185.0,1151.0,1185.0,1114.0,696
149,punjab,faridkot,2001.0,12,7,6,0,6,11,7,4,4,11,0,20,0,550892,292596,258296,21.42,357321,883.0,-,61.95,68.15,55.03,209754,181873,27881,341138,1.Sikhs,427104,2.Hindus,119702,3.Muslims,1739,163.0,163.0,163.0,160.0,107
150,punjab,gurdaspur,2001.0,22,20,12,0,12,17,14,3,6,4,0,21,0,2104011,1113077,990934,19.33,1568788,890.0,-,73.77,79.78,67.15,700557,568322,132235,1403454,1.Hindus,996246,2.Sikhs,934963,3.Christians,148981,1532.0,1531.0,1532.0,1375.0,517
151,punjab,hoshiarpur,2001.0,47,30,19,0,19,20,13,7,12,13,0,46,0,1480736,765132,715604,13.81,1188662,935.0,-,81.02,86.45,75.32,513351,415123,98228,967385,1.Hindus,871923,2.Sikhs,574862,3.Muslims,15394,1386.0,1386.0,1386.0,1232.0,382
152,punjab,jalandhar,2001.0,74,72,21,0,21,70,49,21,17,16,2,104,0,1962700,1040177,922523,18.4,1030717,887.0,-,78.04,82.49,73.08,676835,599324,77511,1285865,1.Hindus,1158868,2.Sikhs,740841,3.Christians,22106,934.0,934.0,934.0,832.0,598
153,punjab,kapurthala,2001.0,20,24,8,0,8,17,9,8,2,20,0,34,0,754521,399623,354898,16.34,507994,888.0,-,73.93,79.02,68.29,262741,231222,31519,491780,1.Sikhs,448654,2.Hindus,286438,3.Buddhists,7740,618.0,618.0,618.0,478.0,359
154,punjab,ludhiana,2001.0,74,68,38,0,38,88,46,42,11,46,13,249,0,3032831,1662716,1370115,24.79,1339178,824.0,-,76.5,80.25,71.95,1149638,1041517,108121,1883193,1.Sikhs,1744446,2.Hindus,1205128,3.Muslims,52220,897.0,897.0,897.0,842.0,550
155,punjab,patiala,2001.0,56,74,23,0,23,60,46,14,10,128,19,232,0,1844934,987390,857544,20.31,1200224,868.0,-,69.78,75.88,62.86,681951,589015,92936,1162983,1.Sikhs,1024546,2.Hindus,778427,3.Muslims,34828,1054.0,1053.0,1054.0,986.0,172
156,punjab,sangrur,2001.0,46,45,15,0,15,28,18,10,10,18,4,36,0,2000173,1069289,930884,18.57,1415354,871.0,-,59.98,65.81,53.38,814098,714076,100022,1186075,1.Sikhs,1400149,2.Hindus,434873,3.Muslims,157838,697.0,697.0,697.0,684.0,291
157,rajasthan,ajmer,2001.0,39,47,16,0,16,133,125,8,12,95,0,236,0,2181670,1129920,1051750,26.1,1306994,931.0,52634,64.65,79.37,48.86,856809,690818,165991,1324861,1.Hindus,1869044,2.Muslims,244341,3.Jains,47812,1025.0,1025.0,966.0,970.0,352
158,rajasthan,alwar,2001.0,85,83,34,0,34,119,87,32,43,124,0,235,0,2992592,1586752,1405840,30.23,2557653,886.0,239905,61.74,78.09,43.28,1458686,947587,511099,1533906,1.Hindus,2535155,2.Muslims,383204,3.Sikhs,55530,1954.0,1954.0,1843.0,1811.0,553
159,rajasthan,banswara,2001.0,40,24,90,0,90,61,59,2,10,112,1,151,0,1501589,760686,740903,29.84,1394226,974.0,1085272,44.63,60.45,28.43,709412,529393,180019,792177,1.Hindus,1425287,2.Muslims,39079,3.Jains,18406,1476.0,1476.0,853.0,1348.0,450
160,rajasthan,barmer,2001.0,11,26,13,0,13,21,14,7,13,71,0,45,0,1964835,1038247,926588,36.83,1819431,892.0,118688,58.99,72.76,43.45,919729,680208,239521,1045106,1.Hindus,1695047,2.Muslims,231918,3.Jains,35744,1933.0,1933.0,948.0,1777.0,433
161,rajasthan,bharatpur,2001.0,75,98,48,0,48,126,103,23,24,77,0,209,0,2101142,1133425,967717,27.05,1692182,854.0,47077,63.57,80.54,43.56,852913,573547,279366,1248229,1.Hindus,1804599,2.Muslims,264709,3.Sikhs,23472,1366.0,1365.0,1238.0,1298.0,481
162,rajasthan,bhilwara,2001.0,34,54,42,0,42,223,223,0,5,126,3,312,0,2013789,1026650,987139,26.14,1598938,962.0,180556,50.74,67.39,33.48,939848,764916,174932,1073941,1.Hindus,1859972,2.Muslims,112802,3.Jains,37659,1693.0,1693.0,1553.0,1516.0,473
163,rajasthan,bikaner,2001.0,21,101,35,0,35,36,34,2,13,53,0,153,0,1674271,886075,788196,38.18,1079235,890.0,5945,56.91,70.05,42.03,661457,522482,138975,1012814,1.Hindus,1445088,2.Muslims,172372,3.Jains,31235,712.0,686.0,485.0,611.0,173
164,rajasthan,bundi,2001.0,33,72,36,0,36,120,103,17,2,164,6,157,0,962620,504818,457802,24.8,783058,907.0,194851,55.57,71.68,37.79,456937,305977,150960,505683,1.Hindus,881956,2.Muslims,56220,3.Jains,13186,839.0,838.0,733.0,764.0,178
165,rajasthan,churu,2001.0,26,40,24,0,24,26,14,12,8,73,3,174,0,1923878,987781,936097,24.6,1387682,948.0,10063,66.81,79.69,53.35,853899,587431,266468,1069979,1.Hindus,1698106,2.Muslims,210446,3.Jains,13882,946.0,925.0,877.0,909.0,423
166,rajasthan,dungarpur,2001.0,31,9,17,0,17,54,50,4,3,56,0,60,0,1107643,547791,559852,26.58,1026787,1022.0,721487,48.57,66.04,31.77,531376,272283,259093,576267,1.Hindus,1068319,2.Muslims,23549,3.Jains,12542,854.0,853.0,723.0,819.0,368
167,rajasthan,ganganagar,2001.0,51,97,55,0,55,79,65,14,13,118,2,375,0,1789423,955378,834045,27.53,1336066,873.0,14744,64.74,75.53,52.44,719792,552559,167233,1069631,1.Hindus,1299812,2.Sikhs,441409,3.Muslims,42442,2830.0,2820.0,1817.0,1653.0,654
168,rajasthan,jaipur,2001.0,91,90,61,0,61,247,203,44,29,179,1,453,0,5251071,2768203,2482868,35.1,2659004,897.0,412864,69.9,82.8,55.52,1864055,1584361,279694,3387016,1.Hindus,4629461,2.Muslims,515124,3.Jains,73631,2077.0,2077.0,1962.0,1863.0,622
169,rajasthan,jaisalmer,2001.0,9,0,2,0,2,8,7,1,3,21,0,16,0,508247,279101,229146,47.45,431853,821.0,27834,50.97,66.26,32.05,211687,153139,58548,296560,1.Hindus,383638,2.Muslims,120174,3.Sikhs,2086,600.0,576.0,183.0,473.0,144
170,rajasthan,jhalawar,2001.0,38,99,65,0,65,89,57,32,8,144,10,224,0,1180323,612804,567519,23.34,1012081,926.0,141861,57.32,73.31,40.02,554781,399386,155395,625542,1.Hindus,1087934,2.Muslims,78962,3.Jains,11759,1477.0,1476.0,1185.0,1173.0,214
171,rajasthan,jodhpur,2001.0,30,79,20,0,20,78,53,25,12,128,3,263,1,2886505,1513890,1372615,33.77,1909423,907.0,79540,56.67,72.96,38.64,1105009,829721,275288,1781496,1.Hindus,2528049,2.Muslims,310114,3.Jains,36694,1058.0,1058.0,911.0,983.0,462
172,rajasthan,kota,2001.0,58,310,50,0,50,146,116,30,17,203,6,319,0,1568525,827128,741397,28.52,729948,896.0,151969,73.53,85.23,60.43,541362,420734,120628,1027163,1.Hindus,1344633,2.Muslims,183716,3.Jains,23259,812.0,811.0,736.0,715.0,225
173,rajasthan,nagaur,2001.0,48,17,22,0,22,59,34,25,14,65,0,102,0,2775058,1424967,1350091,29.33,2297721,947.0,6497,57.28,74.1,39.67,1129514,844039,285475,1645544,1.Hindus,2399173,2.Muslims,356405,3.Jains,17478,1480.0,1466.0,1417.0,1417.0,580
174,rajasthan,pali,2001.0,43,53,25,0,25,77,61,16,15,115,2,196,0,1820251,918856,901395,22.39,1429364,981.0,105814,54.39,72.2,36.48,724883,518158,206725,1095368,1.Hindus,1677038,2.Muslims,114088,3.Jains,25599,936.0,936.0,883.0,906.0,451
